content_id,url
uwu,https://arutora.com/16539
uwu,https://arutora.com/16288
uwu,https://www.youtube.com/@aomintotto
uwu,https://www.youtube.com/playlist?list=PL2Hitw4uipFQQ8svogk788A9eWSPtz33M
uwu,https://docs.google.com/spreadsheets/d/1C73RrIVV6sUoTxwUSiifMp_oktkxeOAWn9RbwbVrUOk/edit?usp=sharing
uwu,https://note.com/lastagous/n/ncfcb027117fd
uwu,https://rentry.co/ultimate_weapon_lodestone_plan
uwu,https://na.finalfantasyxiv.com/lodestone/character/19924564/blog/4695414/
tea,https://ffxiv.consolegameswiki.com/wiki/The_Epic_of_Alexander_(Ultimate)
tea,https://na.finalfantasyxiv.com/lodestone/character/34120564/blog/5274750/
tea,https://www.youtube.com/channel/UCnqM3_n_pUJjno0iG_5-RcQ
tea,https://www.youtube.com/playlist?list=PLsiXqXniAzw6lp6zd5uwSsRbkmbPNTfWd
tea,https://fuucdayo.com/battle/4046/
tea,https://fuucdayo.com/battle/3685/
tea,https://asellog.com/alexander-syncgear/
tea,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5186772/
tea,https://docs.google.com/spreadsheets/d/1B2hdvvofSn2oEKHygcEU7Knsf3bdq93jUIuyQDyhvQ0/edit?usp=sharing
tea,https://automaton-media.com/articles/newsjp/20191118-106564/
tea,https://www.nonbiri.blog/ultimate-alexander/
tea,https://risinghisa.com/theepicofalexanderultimate/
tea,https://na.finalfantasyxiv.com/lodestone/character/29855765/blog/5390102/
tea,https://na.finalfantasyxiv.com/lodestone/character/30534036/blog/5531134/
tea,https://note.com/hur57/n/na21845e7e767
tea,https://note.com/mimichoco_33/n/n9ab4e7001ef2
tea,https://blog.sheeva.me/ult-alexander-statics
p1s,https://game8.jp/ff14/421207
p1s,https://arutora.com/23752
p1s,https://final-fantasy.cc/14/id/8/pan_hen_r1.php
p1s,https://ffxiv.consolegameswiki.com/wiki/Asphodelos:_The_First_Circle_(Savage)
p1s,https://www.akhmorning.com/raids/p1s/
p1s,https://www.youtube.com/watch?v=eGJ5eRvRzK8
p2s,https://game8.jp/ff14/365105
p2s,https://final-fantasy.cc/14/id/8/pan_hen_r2.php
p2s,https://closedalpha.com/ffxiv-guide/ffxiv-required-dps-hippokampos/
p2s,https://www.mtgames.jp/contents/FF14-RAID-002-PANDEMONIUM-1-2.html
p2s,https://www.aquacat.work/entry/2022/01/05/055406
p2s,https://ffxiv.consolegameswiki.com/wiki/Asphodelos:_The_Second_Circle_(Savage)
p3s,https://game8.jp/ff14/421350
p3s,https://arutora.com/23996
p3s,https://www.sunny-stronger.com/entry/2022/01/25/180000
p3s,https://na.finalfantasyxiv.com/lodestone/character/29214030/blog/4957280/
p3s,https://ffxiv.consolegameswiki.com/wiki/Asphodelos:_The_Third_Circle_(Savage)
p4s,https://game8.jp/ff14/421733
p4s,https://game8.jp/ff14/422515
p4s,https://arutora.com/23843
p4s,https://final-fantasy.cc/14/id/8/pan_hen_n4.php
p4s,https://closedalpha.com/ffxiv-guide/ffxiv-pandemonium-fourth-circle-part1-dps/
p4s,https://www.mtgames.jp/contents/FF14-RAID-002-PANDEMONIUM-1-4.html
p4s,https://www.aquacat.work/entry/2022/01/08/032112
p4s,https://bunchiry.com/p4s-review/
p4s,https://ameblo.jp/ff14rensyubu/entry-12735791846.html
p4s,https://www.youtube.com/watch?v=AH0mRxuJx7c
p4s,https://www.youtube.com/watch?v=GYCDnITC_jc
p4s,https://ffxiv.consolegameswiki.com/wiki/Asphodelos:_The_Fourth_Circle_(Savage)
dsr,https://ffxiv.consolegameswiki.com/wiki/Dragonsong%27s_Reprise_(Ultimate)
dsr,https://jp.finalfantasyxiv.com/lodestone/character/34120564/blog/5178834/
dsr,https://www.youtube.com/@nukemarugames/videos
dsr,https://www.youtube.com/watch?v=NIroKcIHpnI
dsr,https://www.youtube.com/watch?v=3yJpWHmKjpg
dsr,https://www.youtube.com/watch?v=1fsbzkZsWUE
dsr,https://www.youtube.com/watch?v=mxeQNCgHI7Y
dsr,https://fuucdayo.com/battle/3414/
dsr,https://arutora.com/24113
dsr,https://arutora.com/24197
dsr,https://arutora.com/24296
dsr,https://arutora.com/24357
dsr,https://arutora.com/24400
dsr,https://arutora.com/24419
dsr,https://arutora.com/24493
dsr,https://arutora.com/24559
dsr,https://arutora.com/24254
dsr,https://automaton-media.com/articles/newsjp/20220503-201287/
dsr,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5006460/
dsr,https://docs.google.com/spreadsheets/d/1mvMEPv8BkWObs1z37AeOZ41u0dHV5RpA8_Sbzd3x84Y/edit?usp=sharing
dsr,https://na.finalfantasyxiv.com/lodestone/character/26040845/blog/5034036/
dsr,https://na.finalfantasyxiv.com/lodestone/character/26041085/blog/5023548/
dsr,https://meilog-ff14.com/sikoku-kaisetsu/
dsr,https://na.finalfantasyxiv.com/lodestone/character/36315484/blog/5022452/
dsr,http://laytina14.com/archives/30475371.html
dsr,https://hackmd.io/@Tsune/ryushi
p5s,https://game8.jp/ff14/464675
p5s,https://ffxiv.consolegameswiki.com/wiki/Abyssos:_The_Fifth_Circle_(Savage)
p5s,https://na.finalfantasyxiv.com/lodestone/character/3285757/blog/5089241/
p5s,https://na.finalfantasyxiv.com/lodestone/character/30439801/blog/5088900/
p5s,https://na.finalfantasyxiv.com/lodestone/character/20369220/blog/5088849/
p5s,https://na.finalfantasyxiv.com/lodestone/character/2342662/blog/4929308
p5s,https://next-innovation-fuk.com/2022/08/20/ff14-%E3%83%91%E3%83%83%E3%83%816-2x-%E3%80%8C%E9%9B%B6%E5%BC%8F%E3%80%8D%E4%B8%87%E9%AD%94%E6%AE%BF%E3%83%91%E3%83%B3%E3%83%87%E3%83%A2%E3%83%8B%E3%82%A6%E3%83%A0%EF%BC%9A%E7%85%89%E7%8D%84%E7%B7%A8/
p5s,https://arutora.com/24597
p5s,https://www.youtube.com/@nukemarugames/videos
p5s,https://monoqloblog.com/pandaemoniumpurgatoryff14/
p6s,https://game8.jp/ff14/479307
p6s,https://ffxiv.consolegameswiki.com/wiki/Abyssos:_The_Sixth_Circle_(Savage)
p6s,https://www.icy-veins.com/ffxiv/the-sixth-circle-savage-raid-guide
p6s,https://www.fanbyte.com/ffxiv/guides/ffxiv-p6s-guide-cachexia
p6s,https://na.finalfantasyxiv.com/lodestone/character/3285757/blog/5089241/
p6s,https://na.finalfantasyxiv.com/lodestone/character/7053586/blog/5108897/
p6s,https://closedalpha.com/ffxiv-guide/ffxiv-pandemonium-p6s-dps/
p6s,https://www.youtube.com/@nukemarugames/videos
p6s,https://monoqloblog.com/pandaemoniumpurgatoryff14/
p7s,https://game8.jp/ff14/479465
p7s,https://ffxiv.consolegameswiki.com/wiki/Abyssos:_The_Seventh_Circle_(Savage)
p7s,https://www.icy-veins.com/ffxiv/the-seventh-circle-savage-raid-guide
p7s,https://www.fanbyte.com/ffxiv/guides/abyssos-the-seventh-circle-raid-guide-pandaemonium-ffxiv-patch-6-2
p7s,https://na.finalfantasyxiv.com/lodestone/character/3285757/blog/5089241/
p7s,https://na.finalfantasyxiv.com/lodestone/character/8075024/blog/5094303/
p7s,https://na.finalfantasyxiv.com/lodestone/character/33856878/blog/5091223/
p7s,https://gamerescape.com/2022/08/25/ffxiv-endwalker-guide-abyssos-the-seventh-circle/
p7s,https://www.youtube.com/@nukemarugames/videos
p7s,https://monoqloblog.com/pandaemoniumpurgatoryff14/
p8s,https://game8.jp/ff14/480095
p8s,https://game8.jp/ff14/480771
p8s,https://ffxiv.consolegameswiki.com/wiki/Abyssos:_The_Eighth_Circle_(Savage)
p8s,https://na.finalfantasyxiv.com/lodestone/character/3285757/blog/5089241/
p8s,https://na.finalfantasyxiv.com/lodestone/character/33856878/blog/5100712/
p8s,https://neko14.com/2022/10/24/post-4715/
p8s,https://ameblo.jp/angelo-ff14/entry-12761214317.html
p8s,https://gamixor.com/%E4%B8%87%E9%AD%94%E6%AE%BF%E3%83%91%E3%83%B3%E3%83%87%E3%83%A2%E3%83%8B%E3%82%A6%E3%83%A0%E9%9B%B6%E5%BC%8F%E3%80%80%E7%85%89%E7%8D%84%E7%B7%A8%E3%80%80%E6%94%BB%E7%95%A5%E3%80%80lv90/
p8s,https://www.youtube.com/@nukemarugames/videos
p8s,https://monoqloblog.com/pandaemoniumpurgatoryff14/
top,https://ffxiv.consolegameswiki.com/wiki/The_Omega_Protocol_(Ultimate)
top,https://finalfantasy.fandom.com/wiki/The_Omega_Protocol_(Final_Fantasy_XIV)
top,https://na.finalfantasyxiv.com/lodestone/character/34120564/blog/5178791/
top,https://jp.finalfantasyxiv.com/lodestone/character/5417527/blog/5181737/
top,https://www.youtube.com/@nukemarugames/videos
top,https://www.youtube.com/playlist?list=PLsiXqXniAzw4uAquherI4CsrvISvIeIFN
top,https://www.youtube.com/@TeamLucrezia
top,https://fuucdayo.com/battle/3831/
top,https://asellog.com/omega-raidrace/
top,https://game.watch.impress.co.jp/docs/news/1475183.html
top,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5168136/
top,https://docs.google.com/spreadsheets/d/1G10SCv2lJ-42k0bnTduYnBRnOQ5pj9xLs-qMSqJBYb8/edit?usp=sharing
top,https://na.finalfantasyxiv.com/lodestone/character/8075024/blog/5173660/
top,https://na.finalfantasyxiv.com/lodestone/character/44887504/blog/5210462/
top,https://note.com/hana25o/n/nca4c23b5904e
top,https://sarachantubuyaki.jp/finalfantasyxiv/run-dynamis/
top,https://na.finalfantasyxiv.com/lodestone/character/36478083/blog/5321725/
top,https://na.finalfantasyxiv.com/lodestone/character/36478083/blog/5318815/
top,https://na.finalfantasyxiv.com/lodestone/topics/detail/eb629fcb7ef6a1317bb1957f1b5cdc144ef1fb6f
p10s,https://game8.jp/ff14/532718
p10s,https://ffxiv.consolegameswiki.com/wiki/Anabaseios:_The_Tenth_Circle_(Savage)
p10s,https://na.finalfantasyxiv.com/lodestone/character/29231383/blog/5231433
p10s,https://www.youtube.com/@nukemarugames/videos
p10s,https://next-innovation-fuk.com/2023/05/29/ff14-%E3%83%91%E3%83%83%E3%83%816-4x-%E3%80%8C%E9%9B%B6%E5%BC%8F%E3%80%8D%E4%B8%87%E9%AD%94%E6%AE%BF%E3%83%91%E3%83%B3%E3%83%87%E3%83%A2%E3%83%8B%E3%82%A6%E3%83%A0%E9%9B%B6%E5%BC%8F%EF%BC%9A%E5%A4%A9/
p11s,https://game8.jp/ff14/532825
p11s,https://ffxiv.consolegameswiki.com/wiki/Anabaseios:_The_Eleventh_Circle_(Savage)
p11s,https://na.finalfantasyxiv.com/lodestone/character/29231383/blog/5231433
p11s,https://jp.finalfantasyxiv.com/lodestone/character/32180468/blog/5233886/
p11s,https://www.youtube.com/watch?v=AsS4R1qYbGM
p11s,https://nukemarugames.com/2023/06/03/%E2%80%BB%E6%94%BB%E7%95%A5%E3%83%A1%E3%83%A2%E6%BA%96%E5%82%99%E4%B8%AD%E3%80%90-ff14-%E8%A7%A3%E8%AA%AC-%E3%80%91%E5%A4%A9%E7%8D%84%E7%B7%A8%E9%9B%B6%E5%BC%8F3%E5%B1%A4-%E3%81%95%E3%82%89%E3%81%A3/
p11s,https://www.youtube.com/watch?v=-EM-XR6qocU
p11s,https://neko14.com/2023/06/12/post-5861/
p12s,https://game8.jp/ff14/534748
p12s,https://game8.jp/ff14/535668
p12s,https://ffxiv.consolegameswiki.com/wiki/Anabaseios:_The_Twelfth_Circle_(Savage)
p12s,https://na.finalfantasyxiv.com/lodestone/character/29231383/blog/5231433
p12s,https://www.thepfstrat.com/p12s
p12s,https://arutora.com/26312
p12s,https://arutora.com/26427
p12s,https://www.youtube.com/@nukemarugames/videos
p9s,https://game8.jp/ff14/532345
p9s,https://ffxiv.consolegameswiki.com/wiki/Anabaseios:_The_Ninth_Circle_(Savage)
p9s,https://finalfantasy.fandom.com/wiki/Anabaseios:_The_Ninth_Circle
p9s,https://na.finalfantasyxiv.com/lodestone/character/29231383/blog/5231433
p9s,https://www.youtube.com/watch?v=rnKHQtYCuAk
p9s,https://www.youtube.com/@nukemarugames/videos
p9s,https://next-innovation-fuk.com/2023/05/29/ff14-%E3%83%91%E3%83%83%E3%83%816-4x-%E3%80%8C%E9%9B%B6%E5%BC%8F%E3%80%8D%E4%B8%87%E9%AD%94%E6%AE%BF%E3%83%91%E3%83%B3%E3%83%87%E3%83%A2%E3%83%8B%E3%82%A6%E3%83%A0%E9%9B%B6%E5%BC%8F%EF%BC%9A%E5%A4%A9/
p9s,https://www.icy-veins.com/ffxiv/the-ninth-circle-savage-raid-guide
m5s,https://game8.jp/ff14/680424
m5s,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5540581/
m5s,https://www.famitsu.com/article/202505/42745
m5s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m5s,https://www.youtube.com/@nukemarugames/videos
m5s,https://note.com/srm_br/n/n942f8c325c9a
m5s,https://nizusiro.com/ff14/cruisers1/
m5s,https://www.ersharifst.com/2025/04/07/fsaasfgew/
m5s,https://hkn-hkg2021.hatenablog.com/entry/2025/03/18/
m5s,https://www.famitsu.com/article/202503/36584
m6s,https://game8.jp/ff14/681086
m6s,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5540581/
m6s,https://jp.finalfantasyxiv.com/lodestone/character/11516239/blog/5542931/
m6s,https://www.famitsu.com/article/202505/42745
m6s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m6s,https://toramemoblog.com/cr2-woops
m6s,https://ff14net.2chblog.jp/archives/62265631.html
m6s,https://note.com/srm_br/n/n942f8c325c9a
m6s,https://www.ersharifst.com/2025/04/07/fsaasfgew/
m6s,https://na.finalfantasyxiv.com/lodestone/character/35880736/blog/5544069/
m6s,https://www.youtube.com/@nukemarugames/videos
m7s,https://game8.jp/ff14/681274
m7s,https://na.finalfantasyxiv.com/lodestone/character/13307902/blog/5542016/
m7s,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5540581/
m7s,https://note.com/srm_br/n/n942f8c325c9a
m7s,https://www.famitsu.com/article/202505/42745
m7s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m7s,https://neko14.com/2025/04/24/post-10653/
m7s,https://u1f.blogspot.com/2025/05/ff14-3.html
m7s,https://www.ersharifst.com/2025/04/15/htxrmkhjf/
m7s,http://kanatan.info/archives/39556778.html
m7s,https://www.youtube.com/@nukemarugames/videos
m8s,https://game8.jp/ff14/681843
m8s,https://game8.jp/ff14/681846
m8s,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5540581/
m8s,https://www.famitsu.com/article/202505/42745
m8s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m8s,https://ff14wiki.info/?%E8%87%B3%E5%A4%A9%E3%81%AE%E5%BA%A7%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%87%E3%82%A3%E3%82%A2%EF%BC%9A%E3%82%AF%E3%83%AB%E3%83%BC%E3%82%B6%E3%83%BC%E7%B4%9A
m8s,https://note.com/srm_br/n/n942f8c325c9a
m8s,https://note.com/feenal/n/n30ea48699717
m8s,https://www.ersharifst.com/2025/05/04/uogihjk/
m8s,https://closedalpha.com/ffxiv-guide/aac-cruiserweight-m8s-dps/
m8s,https://na.finalfantasyxiv.com/lodestone/character/46506043/blog/5548854/
m8s,https://u1f.blogspot.com/2025/06/ff14-4.html
m8s,https://neko14.com/2025/05/16/post-10844/
m8s,https://www.youtube.com/@nukemarugames/videos
m10s,https://game8.jp/ff14/755672
m10s,https://na.finalfantasyxiv.com/lodestone/character/34025302/blog/5645093/
m10s,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5642585/
m10s,https://www.ersharifst.com/2026/01/14/shendv/
m10s,https://jp.finalfantasy.com/news/5854
m10s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m10s,https://www.youtube.com/@nukemarugames/videos
m11s,https://game8.jp/ff14/755154
m11s,https://na.finalfantasyxiv.com/lodestone/character/34025302/blog/5645096
m11s,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5642585/
m11s,https://note.com/liroom/n/n348fbf3a5a30
m11s,https://jp.finalfantasy.com/news/5854
m11s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m11s,https://www.youtube.com/@nukemarugames/videos
m12s,https://game8.jp/ff14/756439
m12s,https://game8.jp/ff14/757988
m12s,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5642585/
m12s,https://na.finalfantasyxiv.com/lodestone/character/39631700/blog/5649775/
m12s,https://na.finalfantasyxiv.com/lodestone/character/22717408/blog/5651169/
m12s,https://na.finalfantasyxiv.com/lodestone/character/46506043/blog/5653108/
m12s,https://nizusiro.com/ff14/heavy-raid-4s/
m12s,https://www.ersharifst.com/2026/02/08/fdsgfea/
m12s,https://jp.finalfantasy.com/news/5854
m12s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m12s,https://www.icy-veins.com/ffxiv/aac-heavyweight-m4-final-boss-savage-raid-guide
m12s,https://www.youtube.com/@nukemarugames/videos
m9s,https://game8.jp/ff14/754895
m9s,https://na.finalfantasyxiv.com/lodestone/character/34025302/blog/5645091/
m9s,https://na.finalfantasyxiv.com/lodestone/character/12440293/blog/5642585/
m9s,https://jp.finalfantasy.com/news/5854
m9s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m9s,https://www.youtube.com/@nukemarugames/videos
m9s,https://next-innovation-fuk.com/2026/01/06/ff14-%E3%83%91%E3%83%83%E3%83%817-4-%E8%87%B3%E5%A4%A9%E3%81%AE%E5%BA%A7%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%87%E3%82%A3%E3%82%A2%E9%9B%B6%E5%BC%8F/
m9s,https://asellog.com/il776-788/
m1s,https://game8.jp/ff14/630292
m1s,https://na.finalfantasyxiv.com/lodestone/character/26820312/blog/5431856/
m1s,https://note.com/lastagous/n/ncfcb027117fd
m1s,https://www.famitsu.com/article/202505/42743
m1s,https://ffxiv.consolegameswiki.com/wiki/AAC_Light-heavyweight_M1_(Savage)
m1s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m1s,https://nukemarugames.com/2024/07/31/%E3%80%90-ff14-%E8%A7%A3%E8%AA%AC-%E3%80%91%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%87%E3%82%A3%E3%82%A2%E9%9B%B6%E5%BC%8F%EF%BC%9A%E3%83%A9%E3%82%A4%E3%83%88%E3%83%98%E3%83%93%E3%83%BC%E7%B4%9A%E9%9B%B6-2/
m1s,https://www.youtube.com/@nukemarugames/videos
m1s,https://next-innovation-fuk.com/2024/07/16/ff14-7-01-%E8%87%B3%E5%A4%A9%E3%81%AE%E5%BA%A7%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%87%E3%82%A3%E3%82%A2%EF%BC%9A%E3%83%A9%E3%82%A4%E3%83%88%E3%83%98%E3%83%93%E3%83%BC%E7%B4%9A-%E9%96%8B%E6%94%BE/
m1s,https://gutsdawn.com/2024/08/13/%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%87%E3%82%A3%E3%82%A2%E9%9B%B6%E5%BC%8Flh%E7%B4%9A%EF%BC%91%E5%B1%A4/ff14/
m2s,https://game8.jp/ff14/630353
m2s,https://na.finalfantasyxiv.com/lodestone/character/26820312/blog/5431856/
m2s,https://note.com/lastagous/n/ncfcb027117fd
m2s,https://www.famitsu.com/article/202505/42743
m2s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m2s,https://nukemarugames.com/2024/07/31/%E3%80%90-ff14-%E8%A7%A3%E8%AA%AC-%E3%80%91%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%87%E3%82%A3%E3%82%A2%E9%9B%B6%E5%BC%8F%EF%BC%9A%E3%83%A9%E3%82%A4%E3%83%88%E3%83%98%E3%83%93%E3%83%BC%E7%B4%9A%E9%9B%B6/
m2s,https://www.youtube.com/@nukemarugames/videos
m2s,https://gutsdawn.com/2024/08/18/%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%87%E3%82%A3%E3%82%A2%E9%9B%B6%E5%BC%8Flh%E7%B4%9A%EF%BC%92%E5%B1%A4/ff14/
m2s,https://neko14.com/2024/08/04/post-8662/
m3s,https://game8.jp/ff14/630870
m3s,https://na.finalfantasyxiv.com/lodestone/character/26820312/blog/5431856/
m3s,https://note.com/lastagous/n/ncfcb027117fd
m3s,https://www.famitsu.com/article/202505/42743
m3s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m3s,https://nukemarugames.com/2024/08/01/%E3%80%90-ff14-%E8%A7%A3%E8%AA%AC-%E3%80%91%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%87%E3%82%A3%E3%82%A2%E9%9B%B6%E5%BC%8F%EF%BC%9A%E3%83%A9%E3%82%A4%E3%83%88%E3%83%98%E3%83%93%E3%83%BC%E7%B4%9A%E9%9B%B6-3/
m3s,https://www.youtube.com/@nukemarugames/videos
m3s,https://neko14.com/2024/08/10/post-8721/
m3s,https://www.sunny-stronger.com/entry/2024/08/02/120726
m4s,https://game8.jp/ff14/631136
m4s,https://game8.jp/ff14/631340
m4s,https://na.finalfantasyxiv.com/lodestone/character/26820312/blog/5431856/
m4s,https://note.com/lastagous/n/ncfcb027117fd
m4s,https://www.famitsu.com/article/202505/42743
m4s,https://ffxiv.consolegameswiki.com/wiki/The_Arcadion
m4s,https://www.youtube.com/@nukemarugames/videos
m4s,https://note.com/mokatamk/n/n92368fe90e97
m4s,https://note.com/feenal/n/nb25383cb791d
m4s,https://gutsdawn.com/2024/09/20/%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%87%E3%82%A3%E3%82%A2%E9%9B%B6%E5%BC%8Flh%E7%B4%9A%EF%BC%94%E5%B1%A4%E5%89%8D%E5%8D%8A/ff14/
m4s,https://gutsdawn.com/2024/09/20/%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%87%E3%82%A3%E3%82%A2%E9%9B%B6%E5%BC%8Flh%E7%B4%9A%EF%BC%94%E5%B1%A4%E5%BE%8C%E5%8D%8A/ff14/
m4s,https://neko14.com/2024/08/25/post-8845/
fru,https://jp.finalfantasyxiv.com/lodestone/character/34120564/blog/5500375/
fru,https://fuucdayo.com/battle/6772/
dmu,https://ffxiv.consolegameswiki.com/wiki/Dancing_Mad_(Ultimate)
dmu,https://www.icy-veins.com/ffxiv/dancing-mad-ultimate-guide-and-overview
dmu,https://www.shacknews.com/article/148845/final-fantasy-14-online-kefka-raid
